source,property,unit,scale,bin_index,bin_left,bin_right,bin_label,count,fraction,total_count,num_samples,num_objects,min,max,mean,std,root,notes
base_material_grid,rho,kg_m3,log10,30,237.137371,331.767113,237..332,690623,0.0120148342,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,31,331.767113,464.158883,332..464,1261458,0.0219457051,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,32,464.158883,649.381632,464..649,815241,0.0141828254,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,33,649.381632,908.517576,649..909,3349485,0.0582713098,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,34,908.517576,1271.0618,909..1.27e+03,485718,0.00845008234,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,35,1271.0618,1778.27941,1.27e+03..1.78e+03,2005330,0.0348869171,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,36,1778.27941,2487.90237,1.78e+03..2.49e+03,3543895,0.0616534791,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,37,2487.90237,3480.70059,2.49e+03..3.48e+03,21784975,0.378995286,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,38,3480.70059,4869.67525,3.48e+03..4.87e+03,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,39,4869.67525,6812.92069,4.87e+03..6.81e+03,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,40,6812.92069,9531.61883,6.81e+03..9.53e+03,405558,0.00705553118,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,41,9531.61883,13335.2143,9.53e+03..1.33e+04,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,42,13335.2143,18656.6358,1.33e+04..1.87e+04,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,43,18656.6358,26101.5722,1.87e+04..2.61e+04,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,44,26101.5722,36517.4127,2.61e+04..3.65e+04,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,45,36517.4127,51089.6977,3.65e+04..5.11e+04,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,46,51089.6977,71477.0577,5.11e+04..7.15e+04,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,rho,kg_m3,log10,47,71477.0577,100000,7.15e+04..1e+05,0,0,57480860,1552,1552,27.5034885,7919.52539,1388.16523,1296.24368,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,nonpositive,,0,<=0,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,underflow,,0.01,<0.01,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,overflow,1e+13,,>=1e+13,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,0,0.01,0.0205352503,0.01..0.0205,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,1,0.0205352503,0.0421696503,0.0205..0.0422,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,2,0.0421696503,0.0865964323,0.0422..0.0866,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,3,0.0865964323,0.177827941,0.0866..0.178,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,4,0.177827941,0.365174127,0.178..0.365,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,5,0.365174127,0.749894209,0.365..0.75,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,6,0.749894209,1.53992653,0.75..1.54,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,7,1.53992653,3.16227766,1.54..3.16,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,8,3.16227766,6.49381632,3.16..6.49,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,9,6.49381632,13.3352143,6.49..13.3,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,10,13.3352143,27.3841963,13.3..27.4,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,11,27.3841963,56.2341325,27.4..56.2,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,12,56.2341325,115.478198,56.2..115,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,13,115.478198,237.137371,115..237,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,14,237.137371,486.967525,237..487,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,15,486.967525,1000,487..1e+03,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,16,1000,2053.52503,1e+03..2.05e+03,258156,0.00449116454,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,17,2053.52503,4216.96503,2.05e+03..4.22e+03,5809,0.000101059727,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,18,4216.96503,8659.64323,4.22e+03..8.66e+03,322981,0.00561893124,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,19,8659.64323,17782.7941,8.66e+03..1.78e+04,658522,0.01145637,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,20,17782.7941,36517.4127,1.78e+04..3.65e+04,1281865,0.0223007276,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,21,36517.4127,74989.4209,3.65e+04..7.5e+04,23217159,0.403911128,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,22,74989.4209,153992.653,7.5e+04..1.54e+05,3627745,0.0631122255,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,23,153992.653,316227.766,1.54e+05..3.16e+05,575282,0.0100082358,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,24,316227.766,649381.632,3.16e+05..6.49e+05,1196246,0.0208112057,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,25,649381.632,1333521.43,6.49e+05..1.33e+06,2543981,0.0442578799,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,26,1333521.43,2738419.63,1.33e+06..2.74e+06,171604,0.00298541114,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,27,2738419.63,5623413.25,2.74e+06..5.62e+06,306849,0.0053382813,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,28,5623413.25,11547819.8,5.62e+06..1.15e+07,46376,0.000806807692,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,29,11547819.8,23713737.1,1.15e+07..2.37e+07,183018,0.00318398159,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,30,23713737.1,48696752.5,2.37e+07..4.87e+07,67903,0.00118131496,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,31,48696752.5,100000000,4.87e+07..1e+08,3389433,0.058966289,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,32,100000000,205352503,1e+08..2.05e+08,18920068,0.329154226,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,33,205352503,421696503,2.05e+08..4.22e+08,181917,0.00316482739,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,34,421696503,865964323,4.22e+08..8.66e+08,25714,0.000447348909,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,35,865964323,1.77827941e+09,8.66e+08..1.78e+09,23151,0.000402760154,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,36,1.77827941e+09,3.65174127e+09,1.78e+09..3.65e+09,63016,0.00109629536,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,37,3.65174127e+09,7.49894209e+09,3.65e+09..7.5e+09,8507,0.00014799709,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,38,7.49894209e+09,1.53992653e+10,7.5e+09..1.54e+10,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,39,1.53992653e+10,3.16227766e+10,1.54e+10..3.16e+10,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,40,3.16227766e+10,6.49381632e+10,3.16e+10..6.49e+10,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,41,6.49381632e+10,1.33352143e+11,6.49e+10..1.33e+11,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,42,1.33352143e+11,2.73841963e+11,1.33e+11..2.74e+11,405558,0.00705553118,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,43,2.73841963e+11,5.62341325e+11,2.74e+11..5.62e+11,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,44,5.62341325e+11,1.15478198e+12,5.62e+11..1.15e+12,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,45,1.15478198e+12,2.37137371e+12,1.15e+12..2.37e+12,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,46,2.37137371e+12,4.86967525e+12,2.37e+12..4.87e+12,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,E,Pa,log10,47,4.86967525e+12,1e+13,4.87e+12..1e+13,0,0,57480860,1552,1552,1043.03784,2.04303794e+11,1.48664435e+09,1.70970593e+10,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,nu,ratio,linear,underflow,,0.01,<0.01,0,0,57480860,1552,1552,0.15288949,0.496366262,0.334117142,0.0491734653,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
base_material_grid,nu,ratio,linear,overflow,0.5,,>=0.5,0,0,57480860,1552,1552,0.15288949,0.496366262,0.334117142,0.0491734653,/mnt/fillipo/huangbei/pixieverse/render_outputs,One base full material_grid.npy per PixieVerse object.
